g.pnum,c.name,r.name,e.evidence,d.evidence
33FU09,Indeterminate,The Kamo Festival procession,"No locating text — Yūgiri's whereabouts at composition are not given (indeterminate). He ""also sent her a congratulatory message"" (Washburn NC p. 558).","Received by Koremitsu's daughter at the Kamo Festival, where, as the Handmaid's representative, she read it ""as she was preparing to board her carriage"" (Washburn NC pp. 558–559)."
33FU10,The Kamo Festival procession,Indeterminate,"At the Kamo Festival, ""amidst all the confusion and bustle as she was preparing to board her carriage, she somehow managed a reply"" (Washburn NC p. 559).","No locating text — Yūgiri's whereabouts at receipt are not given (indeterminate); he ""found it nettlesome that she should have bested him"" (Washburn NC p. 559)."
33FU11,Tō no Chūjō's residence,Tō no Chūjō's residence,"At Tō no Chūjō's residence (Kumoi no Kari's quarters), Yūgiri ""presented Taifu with a chrysanthemum"" and the verse (Washburn NC p. 561).","Received by the nurse Taifu, present; co-present."
33FU12,Tō no Chūjō's residence,Tō no Chūjō's residence,"At Tō no Chūjō's residence, the nurse answered, ""defending herself with practiced skill"" (Washburn NC p. 561).","Heard by Yūgiri, present; co-present."
33FU13,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the Sanjō residence, the couple having ""moved into the rooms once occupied by Princess Ōmiya,"" ""the Middle Counselor composed a poem"" by the cleared stream (Washburn NC p. 562).","Addressed to the garden stream, which remains at the Sanjō residence; composed in place."
33FU14,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the Sanjō residence, ""Kumoinokari replied"" (Washburn NC pp. 562–563).",Addressed to the garden stream at the Sanjō residence; composed in place.
33FU15,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the Sanjō residence, having ""paid a visit just as she was composing her poem,"" the new Chancellor saw the verses and answered through tears (Washburn NC p. 563).",Addressed to the garden stream at the Sanjō residence; recited in place before the couple.
33FU16,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the Sanjō residence, ""the Middle Counselor's old nurse, Saishō... replied with a rather smug expression"" (Washburn NC p. 563).","Heard by Tō no Chūjō at the Sanjō residence, present; co-present."
33FU17,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, during the imperial excursion, Genji ""had some chrysanthemums picked from the garden and presented to his old companion with this poem"" (Washburn NC p. 564).","Heard by Tō no Chūjō at Rokujō, present; co-present."
33FU18,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""the new Chancellor offered this reply"" (Washburn NC pp. 564–565).","Heard by Genji at Rokujō, present; co-present."
33FU19,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, Retired Emperor Suzaku ""offered this verse"" on hearing the koto (Washburn NC p. 565).","Heard by Emperor Reizei at Rokujō, present; co-present."
33FU20,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""Emperor Reizei replied"" (Washburn NC p. 565).","Heard by Retired Emperor Suzaku at Rokujō, present; co-present."
34WJ01,"The Umetsubo (Akikonomu's chambers, the plum courtyard)",The Suzaku Palace (Retired Emperor Suzaku's residence),"Sent from the Umetsubo (Akikonomu's chambers) — the Empress ""commissioned specially for this occasion"" and sent the gift; her palace residence is inferred from context (Washburn NC pp. 575–576).","Received at the Suzaku Palace, where ""When Suzaku saw them, poignant memories flooded back"" (Washburn NC p. 576)."
34WJ02,The Suzaku Palace (Retired Emperor Suzaku's residence),"The Umetsubo (Akikonomu's chambers, the plum courtyard)","At the Suzaku Palace, Suzaku composed his reply when he saw the combs (Washburn NC p. 576).",Sent to the Umetsubo (Akikonomu's chambers); no receipt scene shown — inferred from her established palace residence (Washburn NC p. 576).
34WJ03,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, at the wakana banquet, Tamakazura ""composed the following"" (Washburn NC p. 581).","Heard by Genji at Rokujō, present; co-present."
34WJ04,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""Taking up the winecup, he replied"" (Washburn NC p. 581).","Heard by Tamakazura at Rokujō, present; co-present."
34WJ05,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate (her east-hall quarters), Murasaki ""drew an inkstone over and composed the following"" (Washburn NC p. 584).","Heard by Genji at Rokujō, present (stretched out beside her); co-present."
34WJ06,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""Genji picked it up and read it"" and answered (Washburn NC p. 584).","Heard by Murasaki at Rokujō, present; co-present."
34WJ07,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate (Murasaki's quarters), Genji ""attached the letter to a branch of white plum blossoms,"" sending it ""to the Third Princess's attendants in the passageway to the west hall"" (Washburn NC p. 587).","Received by the Third Princess in her west-hall quarters at Rokujō, whose reply soon arrived (Washburn NC p. 587)."
34WJ08,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate (her west-hall quarters), the Third Princess's reply, in ""such a childish hand,"" arrived (Washburn NC p. 587).","Received by Genji at Rokujō (Murasaki's quarters), who set it down for Murasaki to glimpse; co-present, intra-estate."
34WJ09,Suzaku's mountain temple (his retreat),The Rokujō estate (Genji's mansion),"Composed at Suzaku's mountain temple, to which he had ""moved"" mid-month; ""He sent a letter to Murasaki as well"" (Washburn NC pp. 588–589).","Received by Murasaki at the Rokujō estate, where ""Genji glanced at the missive"" (Washburn NC p. 589)."
34WJ10,The Rokujō estate (Genji's mansion),Suzaku's mountain temple (his retreat),"At the Rokujō estate, Murasaki ""simply wrote what was in her heart"" (Washburn NC p. 589).","Received at Suzaku's mountain temple, where ""Suzaku saw her accomplished calligraphy"" (Washburn NC p. 589)."
34WJ11,The Minister of the Right's residence,The Minister of the Right's residence,"At the Minister of the Right's residence — Oborozukiyo's late father's Nijō villa, now her home — Genji, shown into her chambers, recited (Washburn NC pp. 590–591).","Heard by Oborozukiyo, present (a latched panel between them); co-present."
34WJ12,The Minister of the Right's residence,The Minister of the Right's residence,"At the Minister of the Right's residence, ""Oborozukiyo replied"" (Washburn NC p. 591).","Heard by Genji, present; co-present."
34WJ13,The Minister of the Right's residence,The Minister of the Right's residence,"At the Minister of the Right's residence, departing, Genji ""had the man break off a sprig of wisteria"" and recited (Washburn NC pp. 591–592).","Heard by Oborozukiyo's side, present (Chūnagon attending); co-present."
34WJ14,The Minister of the Right's residence,The Minister of the Right's residence,"At the Minister of the Right's residence, Oborozukiyo answered (Washburn NC pp. 592–593).","Heard by Genji, present; co-present."
34WJ15,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, Murasaki ""would turn to practicing her calligraphy, writing out whatever old poems came to mind""; Genji later found the jotting (Washburn NC pp. 593–594).",Soliloquy — written for herself at Rokujō; Genji discovers it among her practice papers (Washburn NC p. 594).
34WJ16,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, Genji ""playfully wrote a reply alongside"" her practice verse (Washburn NC p. 595).","Read by Murasaki at Rokujō, present; co-present."
34WJ17,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate (the Akashi lady's northwest residence), the nun ""offered this poem"" before her granddaughter (Washburn NC p. 602).","Heard by the Akashi Princess at Rokujō, present; co-present."
34WJ18,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, the Akashi Princess ""picked up a piece of paper next to her inkstone and wrote this reply"" (Washburn NC p. 602).","Read by the nun at Rokujō, present; co-present."
34WJ19,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""the Akashi lady could bear up no longer and began to weep,"" composing the verse (Washburn NC p. 602).","Heard by the Akashi Princess at Rokujō, present; co-present."
34WJ20,The Akashi villa (Genji's seaside residence),The Rokujō estate (Genji's mansion),null,"Received by the Akashi lady at the Rokujō estate, where she read it through tears (Washburn NC pp. 605, 609)."
34WJ21,En route from the Rokujō estate (the shared carriage),En route from the Rokujō estate (the shared carriage),"In the carriage leaving the Rokujō estate — ""He and Genji's son rode away in the same carriage"" — Kashiwagi ""compose[d] a verse"" (Washburn NC pp. 617–618).","Heard by Yūgiri, present in the same carriage; co-present."
34WJ22,En route from the Rokujō estate (the shared carriage),En route from the Rokujō estate (the shared carriage),"In the shared carriage leaving the Rokujō estate, Genji's son answered (Washburn NC p. 618).","Heard by Kashiwagi, present in the carriage; co-present."
34WJ23,Tō no Chūjō's residence,The Rokujō estate (Genji's mansion),"At Tō no Chūjō's residence, where ""Kashiwagi still resided by himself in the east hall of his father's villa,"" he wrote to Kojijū, adding this poem (Washburn NC pp. 618–619).","Received by the Third Princess at the Rokujō estate, where ""Kojijū brought it to the Third Princess"" (Washburn NC p. 619)."
34WJ24,The Rokujō estate (Genji's mansion),Tō no Chūjō's residence,"At the Rokujō estate, with the Third Princess ""even less responsive than usual,"" her attendant Kojijū ""wrote back to him in secret"" and ""lightly dashed off the following"" (Washburn NC p. 620).",Sent to Kashiwagi at Tō no Chūjō's residence (his villa); no receipt scene shown — inferred from his established residence (Washburn NC p. 620).
35WG01,Tō no Chūjō's residence,Tō no Chūjō's residence,"At his father's villa, where he kept the cat by him, Kashiwagi ""would stroke and pet it"" and composed the verse (Washburn NC p. 622).","Addressed to the cat, in his arms; composed in place."
35WG02,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, Genji ""went back inside his carriage, then secretly sent a note to the nun in the second carriage behind him"" (Washburn NC p. 628).","Received by the nun at Sumiyoshi, in the carriage behind his; ""the nun broke down and wept"" (Washburn NC p. 628)."
35WG03,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, the nun ""simply wrote what came to mind"" in reply (Washburn NC p. 628).","Received by Genji at Sumiyoshi, in the carriage ahead; co-present at the pilgrimage."
35WG04,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, ""She then murmured another verse to herself"" (Washburn NC p. 628).",Soliloquy — murmured to herself at Sumiyoshi.
35WG05,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, enthralled by the scene, Murasaki composed the verse (Washburn NC p. 629).","Heard by the Akashi Princess at Sumiyoshi, sharing her carriage; co-present."
35WG06,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, ""The Akashi Princess replied"" (Washburn NC p. 629).","Heard by Murasaki at Sumiyoshi, sharing her carriage; co-present."
35WG07,Sumiyoshi Shrine,Sumiyoshi Shrine,"At Sumiyoshi, ""Nakatsukasa, one of Murasaki's ladies-in-waiting, added the following"" (Washburn NC p. 629).","Heard by the Akashi Princess at Sumiyoshi, present; co-present."
35WG08,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate (the Third Princess's quarters), with Genji away at Nijō, Kashiwagi at dawn recited the verse (Washburn NC p. 651).","Heard by the Third Princess, present; co-present."
35WG09,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, ""the Third Princess... finally managed a reply"" (Washburn NC p. 651).","Heard by Kashiwagi, present; co-present."
